term,crn,Seats_Capacity,Seats_Actual,Seats_Remaining,Waitlist_Capacity,Waitlist_Actual,Waitlist_Remaining
202409,12395,5,4,1,3,0,3
202409,12912,35,34,1,0,0,0
202501,23544,18,1,17,50,0,50
202501,22044,45,45,0,100,20,80
202501,20492,140,109,31,25,0,25
202409,13969,10,3,7,100,0,100
202501,20290,24,24,0,4,4,0
202501,20372,120,120,0,100,37,63
202409,11588,22,22,0,100,0,100
202409,10031,33,33,0,100,0,100
202409,13933,25,16,9,0,0,0
202501,22208,5,1,4,5,0,5
202501,21589,23,22,1,0,0,0
202501,23530,105,98,7,0,0,0
202501,23102,2,1,1,100,0,100
202501,21508,20,10,10,100,0,100
202501,21952,60,60,0,32,9,23
202501,20742,20,20,0,0,0,0
202501,22132,5,0,5,5,0,5
202409,12392,3,1,2,3,0,3
202501,23120,80,79,1,30,11,19
202501,20329,20,20,0,4,4,0
202409,10258,30,28,2,100,0,100
202501,21484,30,30,0,50,24,26
202501,22180,5,2,3,5,0,5
202501,22052,35,34,1,50,0,50
202409,12027,50,36,14,20,0,20
202501,22182,5,3,2,5,0,5
202409,11686,22,22,0,0,0,0
202501,20690,30,30,0,0,0,0
202409,10265,78,52,26,100,0,100
202501,22430,35,19,16,30,0,30
202409,13021,71,66,5,10,0,10
202409,12581,25,23,2,20,0,20
202409,12295,5,0,5,100,0,100
202409,13771,35,30,5,100,0,100
202501,20356,22,22,0,4,3,1
202501,23455,50,35,15,0,0,0
202409,13272,12,12,0,100,0,100
202501,23479,20,8,12,100,0,100
202409,13809,30,23,7,0,0,0
202501,21960,60,30,30,30,0,30
202501,21378,16,16,0,5,4,1
202501,21379,16,16,0,5,3,2
202409,12154,24,24,0,10,0,10
202501,21554,22,22,0,0,0,0
202501,21614,20,20,0,20,2,18
202409,10631,64,60,4,10,0,10
202409,10633,100,29,71,100,0,100
202501,22972,18,0,18,30,0,30
202409,11610,20,19,1,100,0,100
202501,20962,245,198,47,100,0,100
202501,20243,15,0,15,100,0,100
202501,23470,27,27,0,100,4,96
202501,21444,10,0,10,100,0,100
202409,10576,83,83,0,100,0,100
202409,13209,30,17,13,100,0,100
202501,20683,30,27,3,0,0,0
202501,22201,5,0,5,5,0,5
202409,11566,150,98,52,100,0,100
202409,13804,30,23,7,0,0,0
202409,11008,12,11,1,3,0,3
202409,10723,33,25,8,0,0,0
202501,22715,25,25,0,0,0,0
202409,10684,65,62,3,25,0,25
202409,11087,40,36,4,100,0,100
202501,22308,20,10,10,20,0,20
202409,13060,25,25,0,100,0,100
202409,12459,20,3,17,100,0,100
202501,20470,16,16,0,4,4,0
202501,21736,60,24,36,100,0,100
202501,22984,38,38,0,50,44,6
202501,22471,30,24,6,100,0,100
202501,23800,300,278,22,0,0,0
202409,11016,30,24,6,3,0,3
202409,11212,5,2,3,0,0,0
202409,12449,3,0,3,3,0,3
202409,11515,35,19,16,50,0,50
202409,13619,15,9,6,100,0,100
202409,13593,18,20,-2,100,0,100
202501,20115,10,5,5,100,0,100
202501,22958,38,38,0,50,4,46
202409,11565,24,14,10,5,0,5
202501,22664,20,20,0,2,0,2
202501,21035,30,7,23,0,0,0
202501,20756,44,44,0,40,24,16
202409,12454,20,4,16,0,0,0
202501,23552,60,26,34,100,0,100
202501,20703,20,20,0,0,0,0
202409,13623,17,18,-1,15,0,15
202409,11808,20,18,2,10,0,10
202501,23052,180,180,0,70,0,70
202501,21305,66,48,18,100,0,100
202409,11888,47,34,13,100,0,100
202409,10150,20,13,7,100,0,100
202409,12018,200,148,52,50,0,50
202501,21063,33,33,0,0,0,0
202501,22837,35,35,0,0,0,0
202409,10055,50,50,0,20,0,20
202409,13311,45,42,3,100,0,100
202409,10625,100,55,45,80,0,80
202409,14244,40,20,20,20,0,20
202409,13067,25,23,2,100,0,100
202409,13987,10,1,9,100,0,100
202409,12034,50,47,3,10,0,10
202501,21013,30,29,1,0,0,0
202409,11883,60,26,34,100,0,100
202409,12332,5,3,2,5,0,5
202409,10106,45,41,4,100,0,100
202409,13817,25,20,5,0,0,0
202409,10679,31,28,3,0,0,0
202409,11976,5,0,5,0,0,0
202409,11870,15,6,9,30,0,30
202501,20024,30,30,0,50,20,30
202409,11210,10,4,6,0,0,0
202409,12281,5,0,5,5,0,5
202501,22059,25,0,25,5,0,5
202409,12109,43,32,11,30,0,30
202409,10975,28,26,2,3,0,3
202501,23078,20,18,2,100,0,100
202409,11548,30,28,2,100,0,100
202409,11227,25,24,1,25,0,25
202409,12427,5,2,3,5,0,5
202501,20969,35,23,12,0,0,0
202409,12350,25,5,20,100,0,100
202501,20659,55,54,1,10,0,10
202409,13984,10,3,7,100,0,100
202409,10375,120,111,9,100,0,100
202409,11999,35,27,8,100,0,100
202501,22213,5,2,3,5,0,5
202409,10040,150,144,6,30,0,30
202409,12730,66,61,5,5,0,5
202409,13129,22,16,6,30,0,30
202501,20530,80,61,19,100,0,100
202501,20493,40,40,0,0,0,0
202409,10501,30,19,11,4,0,4
202409,10358,16,12,4,4,0,4
202501,21951,60,57,3,30,0,30
202409,12325,5,0,5,5,0,5
202409,11290,32,32,0,2,0,2
202409,12829,20,13,7,2,0,2
202409,11609,20,19,1,100,0,100
202409,13092,40,36,4,100,0,100
202501,21275,225,220,5,100,0,100
202501,21611,44,44,0,44,14,30
202501,23893,50,42,8,100,0,100
202409,11481,90,91,-1,50,0,50
202409,10142,24,24,0,100,0,100
202409,12841,20,19,1,0,0,0
202409,10363,54,61,-7,100,0,100
202501,22548,24,24,0,0,0,0
202409,14060,3,1,2,3,0,3
202409,11083,60,53,7,0,0,0
202501,22854,20,15,5,3,0,3
202409,11072,35,30,5,0,0,0
202409,12037,45,41,4,20,0,20
202501,20059,4,0,4,0,0,0
202409,13820,75,62,13,0,0,0
202501,21164,30,29,1,2,0,2
202501,23137,28,25,3,100,0,100
202409,12632,42,34,8,100,0,100
202409,11433,10,7,3,4,0,4
202501,21246,40,40,0,40,34,6
202409,10526,30,28,2,4,0,4
202501,21785,24,19,5,15,0,15
202501,21564,22,22,0,0,0,0
202501,22275,5,0,5,5,0,5
202409,13025,70,69,1,10,0,10
202501,21900,40,39,1,40,0,40
202501,22985,38,38,0,50,44,6
202409,12757,68,49,19,0,0,0
202501,21543,22,22,0,0,0,0
202409,12339,16,16,0,100,0,100
202501,21230,22,20,2,40,0,40
202409,13135,38,36,2,50,0,50
202501,21643,50,25,25,100,0,100
202501,23957,24,24,0,15,2,13
202409,10086,25,22,3,20,0,20
202409,11611,20,19,1,100,0,100
202409,14134,3,1,2,3,0,3
202501,20879,24,14,10,3,0,3
202501,21233,59,59,0,35,3,32
202501,21149,32,31,1,30,0,30
202409,12597,35,13,22,100,0,100
202409,11321,100,68,32,10,0,10
202409,10403,12,12,0,4,0,4
202501,23058,26,22,4,100,0,100
202409,12575,29,10,19,20,0,20
202501,20638,55,17,38,10,0,10
202409,12248,24,21,3,5,0,5
202409,11874,50,49,1,100,0,100
202409,13644,30,20,10,100,0,100
202409,10528,30,12,18,4,0,4
202501,23781,10,4,6,100,0,100
202409,11852,30,7,23,20,0,20
202501,20602,64,64,0,10,0,10
202501,21649,20,10,10,100,0,100
202409,11517,16,18,-2,5,0,5
202501,20036,30,20,10,20,0,20
202501,21542,22,22,0,0,0,0
202501,20426,358,333,25,100,0,100
202501,23554,9,9,0,100,0,100
202409,12933,100,98,2,100,0,100
202409,10435,12,0,12,3,0,3
202501,20143,18,19,-1,100,3,97
202409,12894,25,26,-1,0,0,0
202501,22166,5,0,5,5,0,5
202501,23157,50,50,0,100,11,89
202501,20430,92,92,0,0,0,0
202409,13149,18,3,15,50,0,50
202501,20043,30,30,0,15,5,10
202501,21258,50,49,1,40,6,34
202409,12634,40,20,20,100,0,100
202409,11518,16,16,0,5,0,5
202501,21859,45,45,0,100,15,85
202409,13118,38,31,7,50,0,50
202501,22228,34,34,0,10,3,7
202501,22298,3,0,3,3,0,3
202409,12552,21,18,3,0,0,0
202501,23169,12,12,0,100,1,99
202409,10339,22,22,0,2,0,2
202501,23805,25,19,6,0,0,0
202501,22714,25,25,0,0,0,0
202409,10589,20,20,0,2,0,2
202501,22026,110,70,40,100,0,100
202409,10821,50,49,1,10,0,10
202501,22181,5,0,5,5,0,5
202409,11843,317,226,91,20,0,20
202501,21645,31,10,21,100,0,100
202501,21351,18,18,0,5,5,0
202501,21373,16,16,0,5,5,0
202409,13006,40,33,7,0,0,0
202501,20670,30,26,4,0,0,0
202501,20023,33,33,0,50,0,50
202409,11923,35,14,21,35,0,35
202409,11742,25,14,11,0,0,0
202501,21923,40,10,30,20,0,20
202501,22178,5,0,5,5,0,5
202501,20335,65,65,0,100,22,78
202501,21476,60,60,0,100,52,48
202409,10785,55,55,0,0,0,0
202501,20190,15,15,0,100,0,100
202409,12069,55,53,2,12,0,12
202501,20654,90,90,0,25,1,24
202501,21297,19,19,0,4,1,3
202501,21598,88,88,0,100,6,94
202501,20610,64,68,-4,10,0,10
202409,10068,10,12,-2,0,0,0
202409,11082,60,55,5,100,0,100
202501,20648,30,28,2,0,0,0
202409,10234,32,32,0,100,0,100
202501,23507,6,1,5,100,0,100
202501,22832,25,25,0,25,5,20
202501,23476,15,7,8,100,0,100
202409,11078,31,18,13,0,0,0
202409,14053,3,3,0,0,0,0
202501,22474,50,36,14,100,0,100
202501,20499,20,1,19,0,0,0
202501,20319,20,20,0,2,2,0
202409,12363,5,1,4,5,0,5
202409,10241,32,32,0,100,0,100
202409,11667,22,22,0,0,0,0
202501,22054,25,23,2,30,0,30
202409,13753,60,65,-5,100,0,100
202409,10401,12,12,0,4,0,4
202409,10761,21,20,1,0,0,0
202501,23946,15,0,15,0,0,0
202409,10320,22,22,0,4,0,4
202501,22164,5,1,4,5,0,5
202501,20386,40,20,20,100,0,100
202501,20383,30,9,21,0,0,0
202409,13680,15,14,1,100,0,100
202501,23053,180,127,53,75,0,75
202501,20288,24,23,1,4,4,0
202409,12839,20,20,0,2,0,2
202501,22033,44,22,22,0,0,0
202409,13745,50,0,50,0,0,0
202501,23173,50,50,0,100,0,100
202501,21281,23,23,0,4,1,3
202409,10736,31,29,2,0,0,0
202409,13147,18,17,1,50,0,50
202409,12065,215,192,23,90,0,90
202409,14084,32,29,3,3,0,3
202409,10949,32,32,0,3,0,3
202501,20643,30,30,0,0,0,0
202501,22242,3,1,2,2,0,2
202501,20425,32,12,20,0,0,0
202409,12294,5,2,3,5,0,5
202501,21118,35,35,0,100,12,88
202409,11649,5,3,2,0,0,0
202501,23188,20,20,0,100,7,93
202501,21755,40,26,14,100,0,100
202409,14235,25,23,2,0,0,0
202409,12793,20,20,0,2,0,2
202409,12824,15,8,7,2,0,2
202409,11351,60,16,44,60,0,60
202409,12017,200,146,54,100,0,100
202409,11721,50,39,11,30,0,30
202409,13232,20,17,3,10,0,10
202409,10664,45,33,12,100,0,100
202501,20451,30,8,22,4,0,4
202501,21171,30,22,8,2,0,2
202501,22643,20,20,0,2,0,2
202501,22221,5,0,5,5,0,5
202501,22440,35,10,25,100,0,100
202409,13910,10,3,7,100,0,100
202409,11612,20,16,4,100,0,100
202501,21161,30,29,1,2,0,2
202501,20885,16,7,9,3,0,3
202501,22466,60,60,0,100,6,94
202409,11115,30,28,2,0,0,0
202501,23846,30,23,7,0,0,0
202409,12031,40,27,13,75,0,75
202501,20745,60,42,18,0,0,0
202501,21743,50,50,0,100,1,99
202501,22870,15,8,7,100,0,100
202501,21234,60,60,0,60,0,60
202409,10098,22,7,15,10,0,10
202409,12746,53,52,1,100,0,100
202409,12887,25,25,0,0,0,0
202501,20926,30,30,0,3,2,1
202409,12278,5,0,5,5,0,5
202409,12299,15,12,3,100,0,100
202501,21426,8,0,8,0,0,0
202409,12364,5,0,5,5,0,5
202501,20967,35,34,1,0,0,0
202409,10062,50,40,10,20,0,20
202409,10184,18,15,3,0,0,0
202409,12292,5,2,3,5,0,5
202409,10760,21,20,1,0,0,0
202501,20134,24,24,0,100,5,95
202501,22772,25,25,0,100,72,28
202409,12051,40,41,-1,10,0,10
202409,14034,25,14,11,5,0,5
202501,21184,2,0,2,1,0,1
202501,20186,13,12,1,0,0,0
202501,22578,45,45,0,100,10,90
202501,21803,30,8,22,30,0,30
202409,12441,5,3,2,5,0,5
202501,22423,35,14,21,100,0,100
202409,13696,150,131,19,100,0,100
202501,20254,80,47,33,100,0,100
202409,13305,15,15,0,100,0,100
202409,13951,30,24,6,0,0,0
202409,10673,31,31,0,0,0,0
202501,23144,7,7,0,100,1,99
202501,22268,5,0,5,5,0,5
202501,23769,10,0,10,100,0,100
202409,12908,35,35,0,0,0,0
202409,11615,24,12,12,20,0,20
202409,12545,45,45,0,0,0,0
202409,12886,25,25,0,0,0,0
202501,23777,10,8,2,100,0,100
202409,10168,160,120,40,20,0,20
202409,11685,22,22,0,0,0,0
202501,23629,20,10,10,0,0,0
202501,22101,22,7,15,5,0,5
202409,12388,3,0,3,3,0,3
202501,22395,80,1,79,0,0,0
202409,13947,25,15,10,0,0,0
202501,22936,60,60,0,100,3,97
202501,21922,40,10,30,20,0,20
202409,14079,200,79,121,0,0,0
202409,10402,12,12,0,4,0,4
202409,13850,50,50,0,100,0,100
202409,11475,18,18,0,5,0,5
202409,11648,5,2,3,0,0,0
202501,21509,20,1,19,100,0,100
202501,20385,40,0,40,100,0,100
202409,11934,30,9,21,30,0,30
202409,13166,38,33,5,50,0,50
202409,11550,10,0,10,100,0,100
202501,23037,30,30,0,20,0,20
202501,20545,40,15,25,50,0,50
202409,13649,25,7,18,100,0,100
202501,21279,23,23,0,4,1,3
202501,21758,65,64,1,100,0,100
202409,12177,160,115,45,50,0,50
202501,21061,33,33,0,0,0,0
202501,20108,25,13,12,100,0,100
202501,22594,20,12,8,100,0,100
202409,13597,12,9,3,100,0,100
202409,10692,33,28,5,0,0,0
202501,20072,250,144,106,100,0,100
202409,12404,25,5,20,100,0,100
202501,22263,5,0,5,5,0,5
202409,13290,50,49,1,100,0,100
202409,10955,18,18,0,3,0,3
202501,22889,13,13,0,100,0,100
202501,21460,150,107,43,100,0,100
202501,22248,25,8,17,100,0,100
202409,11338,33,31,2,100,0,100
202501,20167,18,18,0,0,0,0
202409,10980,28,19,9,3,0,3
202501,22818,45,12,33,10,0,10
202409,13946,3,2,1,0,0,0
202409,11480,120,119,1,100,0,100
202501,21663,60,59,1,100,0,100
202409,13616,15,12,3,100,0,100
202501,21617,25,25,0,20,0,20
202409,10901,45,29,16,100,0,100
202501,21215,33,33,0,100,9,91
202409,12274,5,3,2,5,0,5
202501,22829,25,23,2,0,0,0
202501,23847,30,22,8,0,0,0
202501,23123,15,15,0,100,0,100
202409,12591,35,13,22,100,0,100
202409,13587,18,20,-2,100,0,100
202409,11183,8,1,7,0,0,0
202409,13944,25,15,10,0,0,0
202409,12253,24,11,13,5,0,5
202501,21462,50,22,28,100,0,100
202501,22203,100,41,59,100,0,100
202501,23538,25,25,0,0,0,0
202501,21466,19,11,8,10,0,10
202501,21387,60,30,30,100,0,100
202409,11632,50,7,43,10,0,10
202409,13204,35,24,11,100,0,100
202501,22554,24,24,0,0,0,0
202501,23598,30,1,29,0,0,0
202409,14108,20,10,10,0,0,0
202409,11591,30,20,10,100,0,100
202501,21905,40,40,0,40,0,40
202501,20244,30,27,3,100,0,100
202501,22425,10,2,8,15,0,15
202501,20001,30,9,21,20,0,20
202501,20099,60,60,0,100,6,94
202409,12944,20,20,0,100,0,100
202501,21294,19,21,-2,4,1,3
202409,10683,31,24,7,0,0,0
202409,12979,10,6,4,100,0,100
202409,11323,120,64,56,10,0,10
202501,22482,12,11,1,100,0,100
202501,20753,10,10,0,25,7,18
202501,23496,20,9,11,5,0,5
202409,11847,35,31,4,10,0,10
202409,12033,40,33,7,7,0,7
202501,22297,3,2,1,3,0,3
202501,21944,60,30,30,35,0,35
202501,20626,240,227,13,40,0,40
202501,21898,40,40,0,40,37,3
202409,13303,38,33,5,100,0,100
202501,23033,35,12,23,100,0,100
202501,20291,24,24,0,4,4,0
202409,13921,35,17,18,20,0,20
202501,22236,3,0,3,3,0,3
202501,20702,20,20,0,0,0,0
202409,11163,33,33,0,0,0,0
202409,14182,22,22,0,50,0,50
202501,22036,80,22,58,0,0,0
202409,10145,24,25,-1,100,0,100
202409,11885,43,24,19,100,0,100
202501,22661,20,6,14,2,0,2
202501,21931,200,200,0,100,28,72
202501,21516,35,31,4,20,0,20
202501,20601,64,63,1,10,0,10
202501,20558,45,28,17,100,0,100
202501,21181,2,2,0,1,0,1
202409,12171,36,33,3,5,0,5
202501,23990,18,0,18,0,0,0
202501,23567,50,42,8,100,0,100
202409,10705,33,31,2,0,0,0
202409,12677,24,21,3,0,0,0
202501,21156,30,16,14,30,0,30
202409,13977,10,0,10,100,0,100
202409,10138,22,22,0,100,0,100
202501,21749,40,40,0,100,0,100
202409,11560,24,22,2,5,0,5
202409,12391,3,0,3,3,0,3
202501,22886,25,24,1,100,0,100
202501,22662,110,90,20,100,0,100
202501,21858,10,1,9,100,0,100
202501,23595,30,0,30,0,0,0
202409,10767,21,20,1,0,0,0
202409,10638,64,65,-1,10,0,10
202409,11738,30,27,3,100,0,100
202409,11289,28,27,1,2,0,2
202501,20687,20,5,15,10,0,10
202409,10103,40,37,3,100,0,100
202409,11930,30,27,3,30,0,30
202501,22199,6,0,6,100,0,100
202501,20112,20,20,0,100,3,97
202501,22966,22,21,1,50,0,50
202409,10373,24,22,2,100,0,100
202409,11613,20,18,2,100,0,100
202409,11983,40,31,9,100,0,100
202501,22510,24,16,8,0,0,0
202501,22027,150,59,91,20,0,20
202501,23775,10,3,7,100,0,100
202501,22302,25,11,14,25,0,25
202409,13061,25,25,0,100,0,100
202501,20381,26,26,0,100,6,94
202409,11707,100,97,3,40,0,40
202501,21029,30,5,25,100,0,100
202409,11561,24,23,1,5,0,5
202501,22167,5,1,4,5,0,5
202409,10211,32,32,0,100,0,100
202501,20707,20,20,0,0,0,0
202409,14162,32,30,2,100,0,100
202409,11353,23,24,-1,23,0,23
202501,22731,100,100,0,100,17,83
202501,21024,80,24,56,100,0,100
202501,20606,64,67,-3,10,0,10
202409,12341,25,24,1,25,0,25
202501,21350,144,141,3,100,48,52
202501,20384,30,9,21,100,0,100
202409,10907,45,41,4,100,0,100
202409,10974,164,152,12,50,0,50
202409,13119,38,34,4,50,0,50
202409,12843,52,46,6,100,0,100
202409,12351,6,1,5,100,0,100
202501,21537,22,21,1,0,0,0
202409,11795,45,42,3,0,0,0
202501,20429,92,92,0,0,0,0
202501,20339,80,80,0,100,5,95
202501,21730,90,90,0,100,0,100
202409,10294,24,23,1,4,0,4
202501,21910,40,25,15,40,0,40
202501,21751,50,28,22,100,0,100
202501,22142,5,0,5,5,0,5
202409,12243,35,27,8,50,0,50
202409,10961,20,10,10,50,0,50
202409,10639,64,66,-2,10,0,10
202409,10272,300,283,17,100,0,100
202501,22111,86,46,40,100,0,100
202409,10411,58,60,-2,100,0,100
202409,13735,12,12,0,100,0,100
202501,23738,20,20,0,100,4,96
202501,20442,120,115,5,100,0,100
202409,10824,15,13,2,0,0,0
202501,20624,45,43,2,100,9,91
202409,10028,33,32,1,50,0,50
202409,12151,24,24,0,10,0,10
202501,21987,32,29,3,8,5,3
202409,10281,24,23,1,4,0,4
202409,14175,45,38,7,100,0,100
202501,21110,75,70,5,0,0,0
202409,11700,50,43,7,50,0,50
202409,13725,54,54,0,100,0,100
202409,14005,20,16,4,100,0,100
202501,21102,20,9,11,25,0,25
202501,20229,43,20,23,100,0,100
202501,21250,47,47,0,40,10,30
202409,10681,31,29,2,0,0,0
202501,21186,2,2,0,1,0,1
202409,12156,24,23,1,10,0,10
202409,10470,92,85,7,0,0,0
202409,13868,50,14,36,0,0,0
202409,11099,30,16,14,0,0,0
202409,12070,55,43,12,12,0,12
202409,10745,31,28,3,0,0,0
202501,20133,24,24,0,100,9,91
202501,21844,5,0,5,0,0,0
202409,11371,56,49,7,40,0,40
202501,20902,16,16,0,3,3,0
202501,22560,24,24,0,0,0,0
202409,12080,80,65,15,40,0,40
202409,13076,25,24,1,100,0,100
202501,22163,5,0,5,5,0,5
202409,13941,25,10,15,0,0,0
202409,10787,55,34,21,0,0,0
202409,10788,85,58,27,25,0,25
202409,10486,30,30,0,4,0,4
202409,12889,25,25,0,0,0,0
202409,11625,43,28,15,5,0,5
202501,21441,30,0,30,100,0,100
202501,21066,35,35,0,50,5,45
202409,14269,1,1,0,0,0,0
202501,21941,180,170,10,90,0,90
202409,14140,50,47,3,20,0,20
202501,23996,18,1,17,0,0,0
202409,13296,25,31,-6,0,0,0
202409,11495,15,15,0,0,0,0
202501,22119,50,30,20,100,0,100
202501,20495,40,12,28,120,0,120
202409,10759,21,21,0,0,0,0
202501,23518,14,8,6,100,0,100
202501,20401,25,11,14,0,0,0
202501,20107,60,45,15,100,0,100
202409,12309,60,33,27,100,0,100
202501,22121,60,32,28,100,0,100
202409,12431,5,1,4,5,0,5
202501,22828,25,25,0,0,0,0
202501,21502,20,20,0,100,1,99
202409,11871,22,20,2,100,0,100
202501,20730,80,89,-9,40,21,19
202409,10372,22,20,2,4,0,4
202409,13733,18,18,0,100,0,100
202501,20989,40,32,8,100,0,100
202501,21527,5,1,4,0,0,0
202501,23822,25,14,11,0,0,0
202501,21265,15,8,7,5,0,5
202501,23077,36,36,0,100,5,95
202409,11003,12,11,1,3,0,3
202501,21588,23,23,0,0,0,0
202501,22989,38,38,0,50,21,29
202501,21487,22,15,7,20,0,20
202501,23023,35,32,3,100,0,100
202409,12117,45,34,11,15,0,15
202409,12798,140,119,21,100,0,100
202409,11384,40,38,2,100,0,100
202409,13919,35,28,7,20,0,20
202501,22934,60,60,0,100,40,60
202501,21718,60,60,0,20,0,20
202409,12161,180,124,56,50,0,50
202409,11510,36,34,2,30,0,30
202409,12717,24,22,2,0,0,0
202409,12589,10,0,10,100,0,100
202409,12551,21,17,4,0,0,0
202409,14065,40,15,25,100,0,100
202409,12172,38,37,1,5,0,5
202409,13973,10,1,9,100,0,100
202501,23108,14,11,3,100,0,100
202409,13313,13,13,0,100,0,100
202501,22580,9,9,0,0,0,0
202501,21288,175,107,68,100,0,100
202501,21170,30,29,1,2,0,2
202409,10230,32,32,0,100,0,100
202409,11925,20,14,6,20,0,20
202501,21594,22,20,2,0,0,0
202501,22202,20,18,2,100,0,100
202409,11306,4,4,0,3,0,3
202501,21990,130,115,15,0,0,0
202501,20478,10,8,2,4,0,4
202501,20373,110,106,4,100,13,87
202409,11472,18,18,0,5,0,5
202501,22438,20,0,20,15,0,15
202409,11553,250,224,26,100,0,100
202409,11698,22,22,0,0,0,0
202501,23475,15,12,3,100,0,100
202501,20352,20,20,0,4,4,0
202501,20914,12,9,3,50,0,50
202501,21096,150,73,77,100,0,100
202409,10237,32,32,0,100,0,100
202409,11552,10,2,8,100,0,100
202501,20743,20,12,8,0,0,0
202409,10174,18,11,7,0,0,0
202501,23440,24,24,0,20,15,5
202409,11818,53,49,4,5,0,5
202409,10968,1,0,1,2,0,2
202501,20979,30,30,0,0,0,0
202501,21866,10,3,7,100,0,100
202501,20987,55,55,0,100,0,100
202409,12421,5,0,5,5,0,5
202409,13098,70,71,-1,100,0,100
202409,12821,80,70,10,100,0,100
202409,10957,32,32,0,3,0,3
202409,10653,50,31,19,100,0,100
202409,14083,200,184,16,0,0,0
202501,22752,100,100,0,100,95,5
202409,11979,10,4,6,20,0,20
202501,21007,90,27,63,100,0,100
202501,23082,16,12,4,100,0,100
202409,11438,54,31,23,4,0,4
202501,20817,30,29,1,100,0,100
202409,11425,16,9,7,4,0,4
202409,11590,30,26,4,100,0,100
202501,23138,15,15,0,100,4,96
202501,20222,32,32,0,100,11,89
202409,10118,25,21,4,100,0,100
202409,12082,80,76,4,40,0,40
202409,12443,5,0,5,5,0,5
202409,12389,3,0,3,3,0,3
202501,20966,35,8,27,0,0,0
202501,20242,100,0,100,100,0,100
202501,23981,38,38,0,50,3,47
202501,21374,16,16,0,5,0,5
202501,20822,60,35,25,100,0,100
202409,14141,24,25,-1,15,0,15
202501,22504,24,24,0,0,0,0
202409,10166,34,34,0,100,0,100
202501,21468,19,8,11,10,0,10
202409,10669,148,140,8,25,0,25
202409,10715,33,33,0,0,0,0
202409,11623,50,26,24,10,0,10
202409,10239,32,32,0,100,0,100
202409,12063,40,30,10,10,0,10
202501,20895,20,20,0,3,0,3
202409,10280,24,24,0,4,0,4
202409,12805,20,13,7,2,0,2
202501,20048,50,50,0,20,6,14
202409,13049,5,4,1,10,0,10
202501,22975,18,0,18,50,0,50
202409,13023,12,9,3,0,0,0
202501,23914,35,0,35,0,0,0
202409,13262,14,15,-1,100,0,100
202501,20557,70,19,51,100,0,100
202409,12030,50,33,17,20,0,20
202409,12328,5,0,5,5,0,5
202501,20202,32,32,0,100,24,76
202501,20975,30,30,0,0,0,0
202501,21725,20,13,7,0,0,0
202409,14002,25,19,6,0,0,0
202409,10210,32,30,2,100,0,100
202409,10699,33,30,3,0,0,0
202409,10946,32,30,2,3,0,3
202409,10888,45,39,6,100,0,100
202501,21558,88,86,2,88,0,88
202501,23039,30,13,17,15,0,15
202409,12635,25,10,15,100,0,100
202501,21805,20,8,12,20,0,20
202409,12724,24,21,3,0,0,0
202501,22472,60,45,15,100,0,100
202409,11238,42,40,2,0,0,0
202501,23055,50,50,0,22,0,22
202409,13205,35,32,3,100,0,100
202409,11406,24,21,3,4,0,4
202501,22090,50,20,30,100,0,100
202501,20964,35,35,0,0,0,0
202409,12190,151,110,41,30,0,30
202409,11453,15,0,15,100,0,100
202501,22679,35,35,0,100,8,92
202409,12702,24,23,1,0,0,0
202409,12175,80,71,9,30,0,30
202501,20667,30,30,0,0,0,0
202501,21289,19,19,0,4,1,3
202409,10512,30,29,1,4,0,4
202409,13121,18,13,5,50,0,50
202501,22434,60,50,10,100,0,100
202409,13627,5,2,3,5,0,5
202409,10030,32,32,0,50,0,50
202501,21062,33,31,2,0,0,0
202409,10189,18,10,8,0,0,0
202409,10029,45,43,2,50,0,50
202501,20560,40,19,21,100,0,100
202501,23136,28,28,0,100,1,99
202409,13167,11,7,4,30,0,30
202501,23772,10,2,8,100,0,100
202501,21849,5,2,3,20,0,20
202409,12188,30,30,0,16,0,16
202409,13795,30,23,7,0,0,0
202409,11815,60,42,18,5,0,5
202501,20135,24,24,0,100,9,91
202409,11467,18,20,-2,5,0,5
202501,23667,20,0,20,0,0,0
202409,10594,38,38,0,15,0,15
202409,11736,22,22,0,100,0,100
202409,10630,64,65,-1,10,0,10
202409,13201,35,28,7,100,0,100
202501,23100,12,12,0,100,2,98
202409,10809,26,24,2,25,0,25
202501,22912,25,25,0,100,0,100
202409,11061,35,35,0,0,0,0
202501,21272,50,49,1,50,6,44
202501,21798,31,31,0,30,0,30
202501,22755,100,100,0,100,45,55
202501,21228,22,22,0,40,0,40
202409,11647,5,3,2,0,0,0
202501,20916,14,11,3,10,0,10
202501,23664,20,0,20,0,0,0
202501,20101,20,15,5,10,0,10
202409,10810,23,21,2,0,0,0
202501,22722,200,200,0,100,100,0
202409,13767,60,63,-3,100,0,100
202409,13259,25,8,17,100,0,100
202501,21840,20,0,20,100,0,100
202409,12543,46,46,0,0,0,0
202409,10291,24,24,0,4,0,4
202409,11507,35,34,1,0,0,0
202409,12817,20,17,3,2,0,2
202409,10908,60,30,30,100,0,100
202501,21676,75,69,6,100,0,100
202501,20598,100,43,57,0,0,0
202409,10963,46,44,2,50,0,50
202409,10612,50,50,0,50,0,50
202501,22626,20,20,0,2,0,2
202409,13671,105,98,7,100,0,100
202409,12913,35,35,0,0,0,0
202409,12630,60,50,10,100,0,100
202501,22684,20,20,0,100,13,87
202501,21357,18,17,1,5,4,1
202409,10663,45,44,1,100,0,100
