term,crn,Seats_Capacity,Seats_Actual,Seats_Remaining,Waitlist_Capacity,Waitlist_Actual,Waitlist_Remaining
202409,12617,60,39,21,100,0,100
202501,22229,3,1,2,3,0,3
202409,10818,140,135,5,25,0,25
202409,13065,25,21,4,100,0,100
202409,11844,60,46,14,20,0,20
202501,20172,18,18,0,0,0,0
202409,14133,12,12,0,4,0,4
202409,13093,80,78,2,100,0,100
202501,21103,20,5,15,25,0,25
202409,11441,22,19,3,4,0,4
202409,11996,27,26,1,100,0,100
202501,21421,32,23,9,50,0,50
202409,13846,10,7,3,100,0,100
202409,11977,88,79,9,100,0,100
202501,22205,5,0,5,5,0,5
202409,12096,50,50,0,25,0,25
202409,12763,24,15,9,100,0,100
202409,11753,35,21,14,100,0,100
202409,10315,20,20,0,4,0,4
202409,10971,30,25,5,3,0,3
202409,11776,53,43,10,100,0,100
202501,21539,22,22,0,0,0,0
202409,11159,66,32,34,0,0,0
202409,11673,100,95,5,100,0,100
202501,22273,5,1,4,5,0,5
202501,22776,20,20,0,100,10,90
202409,13231,80,70,10,100,0,100
202409,10336,22,20,2,2,0,2
202409,10616,50,50,0,50,0,50
202501,21472,50,50,0,100,13,87
202501,20761,15,13,2,10,0,10
202409,12756,24,24,0,0,0,0
202409,12622,60,57,3,100,0,100
202409,12084,210,207,3,100,0,100
202501,22568,68,66,2,10,0,10
202409,10337,22,22,0,2,0,2
202501,20719,15,15,0,0,0,0
202501,21678,60,60,0,100,4,96
202501,20214,32,32,0,100,12,88
202501,20924,30,30,0,3,3,0
202501,20266,24,24,0,4,3,1
202501,21616,30,15,15,30,0,30
202501,22186,3,0,3,3,0,3
202501,20431,92,92,0,0,0,0
202409,13206,35,22,13,100,0,100
202409,10545,25,14,11,100,0,100
202501,23083,16,12,4,100,0,100
202409,10063,15,11,4,5,0,5
202501,22249,25,8,17,100,0,100
202501,21327,54,23,31,100,0,100
202409,10651,55,44,11,50,0,50
202501,22117,60,42,18,100,0,100
202501,21277,23,23,0,4,1,3
202501,22272,5,0,5,5,0,5
202409,13037,30,16,14,0,0,0
202501,22481,9,8,1,100,0,100
202409,12382,5,2,3,5,0,5
202409,10382,150,91,59,100,0,100
202409,11174,45,41,4,100,0,100
202501,20735,65,65,0,0,0,0
202501,20700,90,48,42,10,0,10
202501,21964,20,13,7,10,0,10
202409,11719,22,17,5,0,0,0
202501,22561,24,24,0,0,0,0
202501,23048,200,199,1,90,23,67
202501,21011,88,66,22,100,0,100
202409,10523,80,49,31,100,0,100
202409,12750,10,10,0,0,0,0
202409,11651,132,115,17,100,0,100
202501,22742,35,32,3,0,0,0
202409,12914,35,27,8,0,0,0
202501,23163,20,20,0,100,0,100
202501,22987,38,38,0,50,8,42
202409,12023,50,33,17,20,0,20
202409,11104,91,90,1,100,0,100
202501,23059,26,19,7,100,0,100
202409,11894,16,14,2,100,0,100
202501,23559,60,57,3,100,0,100
202409,10176,18,14,4,0,0,0
202409,13295,30,17,13,100,0,100
202501,21163,30,30,0,2,1,1
202409,13252,20,21,-1,100,0,100
202409,10657,50,33,17,50,0,50
202501,22008,24,9,15,0,0,0
202409,11437,54,31,23,100,0,100
202501,21737,40,10,30,100,0,100
202501,20832,60,28,32,100,0,100
202409,10475,80,55,25,100,0,100
202409,10364,20,21,-1,4,0,4
202409,10178,18,10,8,0,0,0
202501,23841,40,40,0,100,0,100
202501,20970,150,148,2,100,15,85
202501,20312,20,20,0,2,2,0
202409,13274,15,3,12,100,0,100
202409,12032,50,34,16,10,0,10
202409,11140,40,9,31,100,0,100
202409,11018,24,15,9,50,0,50
202409,12662,24,23,1,0,0,0
202409,10303,24,24,0,4,0,4
202501,22442,15,4,11,0,0,0
202409,11850,30,28,2,10,0,10
202501,22241,3,0,3,3,0,3
202409,12888,25,24,1,0,0,0
202501,21851,35,19,16,100,0,100
202409,13718,50,50,0,100,0,100
202501,23081,80,77,3,100,0,100
202409,13839,20,0,20,0,0,0
202409,13985,10,1,9,100,0,100
202409,10296,24,24,0,4,0,4
202501,23970,15,14,1,15,0,15
202409,11579,50,49,1,100,0,100
202409,13141,22,19,3,50,0,50
202409,12998,45,34,11,10,0,10
202409,10655,56,46,10,50,0,50
202409,11218,22,21,1,0,0,0
202501,22283,5,2,3,5,0,5
202409,13269,16,13,3,100,0,100
202409,10689,55,52,3,25,0,25
202501,22704,317,317,0,100,1,99
202409,13682,18,7,11,30,0,30
202501,20978,30,30,0,0,0,0
202501,21945,60,60,0,35,21,14
202409,10175,18,14,4,0,0,0
202409,11181,31,31,0,0,0,0
202409,11733,30,28,2,40,0,40
202501,21154,32,31,1,30,3,27
202409,11282,32,31,1,2,0,2
202409,12826,15,13,2,2,0,2
202409,11173,66,63,3,0,0,0
202501,21551,22,17,5,0,0,0
202409,13791,100,100,0,20,0,20
202501,22850,45,21,24,50,0,50
202409,14120,15,0,15,0,0,0
202409,11683,22,22,0,0,0,0
202409,10225,32,32,0,100,0,100
202409,12119,25,19,6,20,0,20
202409,13732,12,12,0,100,0,100
202501,20162,18,15,3,0,0,0
202409,10987,16,0,16,3,0,3
202409,10836,13,12,1,0,0,0
202409,11675,22,21,1,0,0,0
202409,11360,40,27,13,40,0,40
202409,12126,20,8,12,7,0,7
202409,13949,25,15,10,0,0,0
202409,11334,33,33,0,100,0,100
202409,12739,50,38,12,100,0,100
202501,23086,20,10,10,100,0,100
202409,11950,24,8,16,15,0,15
202501,21856,75,74,1,100,7,93
202409,11098,30,28,2,0,0,0
202409,12310,5,1,4,5,0,5
202501,21009,90,35,55,100,0,100
202409,10351,22,22,0,2,0,2
202501,21270,50,50,0,50,19,31
202409,13923,35,22,13,20,0,20
202501,23786,10,1,9,100,0,100
202501,21956,45,40,5,22,0,22
202501,20030,45,45,0,50,17,33
202409,13165,38,34,4,50,0,50
202409,12683,24,24,0,0,0,0
202501,22588,9,9,0,0,0,0
202409,11665,22,22,0,0,0,0
202501,20897,16,16,0,3,2,1
202409,11530,35,18,17,50,0,50
202501,21301,66,32,34,100,0,100
202409,13248,30,19,11,100,0,100
202409,13932,80,25,55,5,0,5
202501,23659,33,33,0,0,0,0
202409,11069,35,35,0,0,0,0
202409,11012,28,27,1,3,0,3
202501,22657,20,16,4,2,0,2
202409,12376,5,0,5,5,0,5
202501,21899,40,40,0,40,9,31
202501,21320,40,40,0,100,14,86
202501,21920,40,39,1,20,0,20
202501,22589,9,1,8,0,0,0
202501,21204,40,40,0,5,3,2
202409,10548,20,0,20,0,0,0
202501,23088,2,1,1,0,0,0
202409,13066,25,25,0,100,0,100
202501,22509,24,22,2,0,0,0
202409,10359,16,10,6,4,0,4
202501,20881,24,14,10,3,0,3
202409,12619,35,23,12,20,0,20
202409,13956,30,22,8,0,0,0
202409,11575,10,1,9,25,0,25
202501,22547,24,24,0,0,0,0
202409,10733,215,204,11,25,0,25
202501,23840,5,1,4,3,0,3
202501,21610,65,65,0,65,11,54
202409,11604,70,22,48,10,0,10
202501,23092,20,13,7,100,0,100
202409,12198,50,18,32,20,0,20
202501,21060,33,33,0,0,0,0
202409,13634,20,15,5,30,0,30
202409,12387,3,2,1,3,0,3
202409,12583,35,31,4,20,0,20
202409,12898,250,232,18,100,0,100
202501,22469,35,32,3,100,0,100
202409,11687,66,63,3,40,0,40
202409,12918,35,32,3,0,0,0
202409,12400,3,0,3,2,0,2
202409,10277,24,23,1,4,0,4
202501,22941,17,25,-8,100,20,80
202409,10378,24,23,1,4,0,4
202501,23562,60,61,-1,100,0,100
202501,22130,5,0,5,5,0,5
202409,14037,10,4,6,100,0,100
202409,12788,20,20,0,2,0,2
202501,21381,30,27,3,5,0,5
202501,21000,30,0,30,0,0,0
202409,13031,30,28,2,25,0,25
202409,10248,26,22,4,10,0,10
202409,12362,5,0,5,5,0,5
202501,22869,25,16,9,100,0,100
202501,21622,22,20,2,0,0,0
202501,23126,15,15,0,100,0,100
202409,14073,38,31,7,50,0,50
202409,11728,22,23,-1,0,0,0
202409,13045,33,7,26,100,0,100
202501,21031,30,9,21,100,0,100
202409,10357,16,9,7,4,0,4
202501,21100,20,20,0,25,0,25
202409,12288,5,0,5,5,0,5
202501,21796,66,63,3,30,0,30
202409,11160,33,32,1,0,0,0
202501,20105,30,30,0,20,19,1
202409,13734,12,9,3,100,0,100
202501,22266,5,2,3,5,0,5
202409,11784,20,7,13,100,0,100
202501,21545,22,22,0,0,0,0
202409,10253,24,22,2,10,0,10
202409,12689,24,19,5,0,0,0
202409,12595,35,13,22,20,0,20
202501,21761,15,15,0,100,0,100
202501,21113,66,64,2,0,0,0
202501,21362,75,75,0,100,0,100
202501,23838,21,21,0,100,3,97
202409,11783,35,20,15,100,0,100
202501,20216,32,32,0,100,10,90
202409,10368,22,22,0,4,0,4
202501,20718,15,15,0,0,0,0
202501,20834,30,25,5,100,0,100
202501,23748,30,10,20,20,0,20
202501,21746,50,37,13,100,0,100
202501,21585,92,92,0,40,16,24
202501,22528,24,22,2,0,0,0
202409,12398,3,1,2,2,0,2
202501,22779,25,25,0,100,42,58
202409,12313,5,0,5,5,0,5
202501,22845,40,39,1,0,0,0
202501,20628,32,32,0,0,0,0
202409,10644,64,65,-1,10,0,10
202501,21860,15,15,0,100,0,100
202409,11627,34,11,23,10,0,10
202409,10962,46,40,6,50,0,50
202409,13645,14,8,6,100,0,100
202409,13002,40,40,0,0,0,0
202409,11620,35,29,6,20,0,20
202409,11807,40,32,8,10,0,10
202409,14056,13,13,0,5,0,5
202409,12318,5,1,4,5,0,5
202501,23578,30,20,10,0,0,0
202409,13930,40,37,3,10,0,10
202501,21191,2,0,2,1,0,1
202501,22982,38,38,0,50,10,40
202409,11499,96,100,-4,30,0,30
202409,12814,80,69,11,100,0,100
202409,10783,27,27,0,25,0,25
202409,11846,35,23,12,10,0,10
202501,20498,20,0,20,0,0,0
202501,21593,22,22,0,0,0,0
202409,12354,5,0,5,5,0,5
202501,22112,117,75,42,100,0,100
202501,22011,80,56,24,0,0,0
202501,23127,15,15,0,100,2,98
202409,10752,45,28,17,10,0,10
202501,20890,20,12,8,3,0,3
202409,11592,12,9,3,15,0,15
202409,10613,50,50,0,50,0,50
202409,11971,28,21,7,100,0,100
202501,23732,10,1,9,100,0,100
202409,12317,5,1,4,5,0,5
202501,21587,23,22,1,0,0,0
202409,12835,140,126,14,100,0,100
202501,22804,90,52,38,50,0,50
202409,12925,100,101,-1,100,0,100
202501,21615,40,40,0,100,37,63
202409,11071,35,33,2,0,0,0
202501,21501,160,123,37,100,0,100
202409,11267,32,31,1,30,0,30
202409,10350,22,21,1,2,0,2
202409,13035,28,27,1,0,0,0
202501,23568,50,38,12,100,0,100
202501,22673,50,48,2,100,7,93
202409,12025,50,45,5,20,0,20
202409,13130,22,22,0,30,0,30
202501,22648,110,88,22,100,0,100
202409,12197,50,26,24,30,0,30
202501,22246,20,5,15,10,0,10
202501,21210,130,129,1,10,8,2
202501,21865,18,7,11,100,0,100
202501,22730,100,100,0,100,17,83
202409,10509,30,27,3,4,0,4
202409,13040,100,84,16,100,0,100
202409,12637,13,13,0,100,0,100
202409,13744,50,46,4,100,0,100
202501,20873,22,16,6,3,0,3
202409,11626,31,21,10,10,0,10
202409,10042,30,29,1,30,0,30
202501,22709,100,100,0,100,11,89
202501,22029,150,109,41,20,0,20
202409,12713,24,22,2,0,0,0
202501,22222,5,0,5,5,0,5
202501,21322,20,20,0,4,4,0
202501,22220,5,1,4,5,0,5
202409,12657,24,24,0,0,0,0
202409,12367,5,1,4,5,0,5
202501,20759,15,13,2,25,0,25
202501,22501,180,130,50,25,0,25
202409,10099,22,22,0,10,0,10
202409,12623,60,53,7,100,0,100
202501,21672,200,78,122,100,0,100
202409,11211,33,14,19,0,0,0
202501,22593,54,7,47,0,0,0
202501,22900,25,25,0,100,0,100
202501,20154,30,30,0,100,20,80
202501,20456,30,29,1,4,2,2
202501,20491,30,30,0,5,2,3
202409,11793,75,53,22,100,0,100
202501,22184,3,0,3,3,0,3
202501,22522,24,21,3,0,0,0
202409,11450,28,22,6,100,0,100
202501,21310,11,8,3,0,0,0
202501,22143,5,3,2,5,0,5
202501,23041,150,99,51,70,0,70
202409,10721,33,32,1,0,0,0
202501,22557,24,24,0,0,0,0
202501,20358,72,68,4,100,0,100
202409,11661,22,21,1,0,0,0
202409,13077,110,85,25,100,0,100
202501,23747,30,7,23,20,0,20
202409,10108,60,40,20,100,0,100
202409,11193,20,13,7,0,0,0
202501,21179,2,1,1,1,0,1
202409,11718,22,20,2,0,0,0
202409,10672,31,30,1,0,0,0
202501,20731,250,193,57,27,0,27
202501,20364,100,100,0,100,7,93
202501,22717,25,19,6,0,0,0
202409,13968,10,1,9,100,0,100
202409,12068,55,55,0,12,0,12
202409,11876,50,37,13,100,0,100
202501,23027,35,20,15,100,0,100
202501,21517,35,35,0,20,6,14
202409,11968,20,7,13,100,0,100
202501,22532,21,20,1,0,0,0
202501,21160,30,30,0,2,2,0
202409,11857,21,18,3,30,0,30
202409,10334,22,21,1,2,0,2
202409,12837,20,19,1,2,0,2
202409,10244,60,42,18,100,0,100
202501,21748,60,35,25,100,0,100
202409,12728,75,5,70,5,0,5
202501,20026,33,33,0,50,0,50
202409,13144,38,32,6,50,0,50
202501,20709,20,20,0,0,0,0
202501,21655,53,33,20,100,0,100
202409,11439,40,39,1,100,0,100
202501,22173,5,4,1,5,0,5
202501,23982,38,38,0,50,5,45
202501,23901,100,5,95,100,0,100
202409,12658,24,21,3,0,0,0
202501,22881,50,20,30,50,0,50
202409,11562,24,23,1,5,0,5
202501,22218,5,1,4,5,0,5
202501,21644,160,135,25,100,0,100
202501,22305,20,9,11,20,0,20
202501,23176,27,26,1,100,0,100
202501,23061,60,33,27,30,0,30
202501,20315,20,20,0,2,2,0
202409,14240,25,0,25,0,0,0
202501,23904,5,3,2,0,0,0
202409,10742,66,66,0,25,0,25
202409,11162,33,33,0,0,0,0
202501,22444,50,43,7,100,0,100
202409,14239,25,0,25,0,0,0
202409,11775,47,28,19,100,0,100
202501,23907,25,9,16,0,0,0
202409,13310,50,50,0,100,0,100
202409,13838,20,0,20,0,0,0
202409,13036,28,16,12,0,0,0
202409,10832,53,46,7,25,0,25
202501,23879,4,3,1,0,0,0
202409,13007,40,40,0,0,0,0
202501,22193,15,5,10,100,0,100
202409,10060,50,37,13,20,0,20
202409,14125,80,76,4,100,0,100
202409,10371,22,21,1,4,0,4
202409,12980,13,9,4,100,0,100
202409,10988,16,17,-1,3,0,3
202409,12830,20,16,4,2,0,2
202409,14088,12,9,3,0,0,0
202409,11266,32,30,2,30,0,30
202409,11672,22,21,1,0,0,0
202501,21256,40,40,0,40,0,40
202501,21469,50,50,0,100,21,79
202409,11859,80,59,21,100,0,100
202409,11752,40,38,2,100,0,100
202501,22120,125,69,56,100,0,100
202501,23666,20,0,20,0,0,0
202409,12985,140,102,38,10,0,10
202501,22826,45,45,0,25,8,17
202501,23456,12,9,3,0,0,0
202501,20999,30,6,24,0,0,0
202409,11534,20,19,1,5,0,5
202409,13276,2,3,-1,100,0,100
202501,20441,46,46,0,0,0,0
202501,21578,22,12,10,22,0,22
202409,11139,40,26,14,100,0,100
202501,21702,60,23,37,5,0,5
202409,10058,100,92,8,20,0,20
202501,20679,55,29,26,10,0,10
202409,12981,7,5,2,15,0,15
202501,21613,22,22,0,0,0,0
202501,21723,25,25,0,10,2,8
202501,21592,44,44,0,40,3,37
202409,11312,4,4,0,3,0,3
202409,12157,180,160,20,100,0,100
202409,14003,50,48,2,100,0,100
202501,20354,66,66,0,100,23,77
202501,20678,130,97,33,13,0,13
202409,10312,20,19,1,4,0,4
202409,12661,24,24,0,0,0,0
202501,21595,44,44,0,44,13,31
202409,13924,35,12,23,20,0,20
202501,20676,30,29,1,0,0,0
202409,14198,1,1,0,0,0,0
202501,20073,80,79,1,100,0,100
202501,20191,20,20,0,4,3,1
202409,11368,40,33,7,40,0,40
202501,21196,40,40,0,5,2,3
202501,23098,20,11,9,100,0,100
202409,11004,12,12,0,3,0,3
202501,21552,60,60,0,100,2,98
202409,12670,24,24,0,0,0,0
202409,12558,40,26,14,10,0,10
202409,12582,35,30,5,100,0,100
202409,12158,180,160,20,100,0,100
202409,10026,30,30,0,50,0,50
202409,13844,10,5,5,100,0,100
202501,21563,110,101,9,100,0,100
202501,20523,80,64,16,100,0,100
202409,11869,70,27,43,100,0,100
202501,21766,15,13,2,30,0,30
202501,21882,40,27,13,17,0,17
202409,11926,20,23,-3,20,0,20
202409,12435,5,1,4,5,0,5
202501,20636,32,32,0,0,0,0
202501,22155,25,7,18,100,0,100
202409,10338,22,22,0,2,0,2
202501,20976,30,30,0,0,0,0
202409,10256,24,22,2,10,0,10
202409,10549,20,2,18,0,0,0
202501,22596,20,3,17,100,0,100
202501,20623,45,44,1,100,13,87
202501,20287,24,24,0,4,3,1
202409,10050,30,30,0,30,0,30
202501,22457,350,217,133,100,0,100
202501,20345,20,20,0,4,4,0
202501,21717,317,116,201,20,0,20
202409,13003,40,34,6,0,0,0
202501,23921,35,0,35,0,0,0
202409,10035,33,33,0,50,0,50
202501,20273,24,24,0,4,4,0
202409,12123,20,7,13,10,0,10
202501,21338,24,24,0,100,2,98
202501,20963,35,35,0,0,0,0
202409,11132,40,19,21,100,0,100
202409,10190,78,32,46,6,0,6
202409,11572,19,19,0,10,0,10
202501,20720,15,15,0,0,0,0
202409,10468,92,87,5,0,0,0
202501,22834,14,14,0,10,3,7
202501,22103,22,15,7,5,0,5
202501,20829,15,15,0,20,0,20
202409,11134,60,29,31,100,0,100
202501,21728,100,64,36,100,0,100
202501,22259,20,0,20,100,0,100
202409,11769,53,43,10,100,0,100
202501,20764,60,60,0,40,3,37
202409,13964,10,2,8,100,0,100
202409,11080,150,145,5,100,0,100
202501,22196,20,5,15,100,0,100
202501,23939,20,0,20,0,0,0
202501,23705,20,3,17,100,0,100
202501,20738,20,16,4,0,0,0
202409,11873,35,36,-1,100,0,100
202409,11671,22,21,1,0,0,0
202501,21079,10,4,6,0,0,0
202409,11670,22,21,1,0,0,0
202501,20717,15,15,0,0,0,0
202501,20656,40,40,0,25,2,23
202501,20450,30,26,4,4,0,4
202409,11097,75,44,31,100,0,100
202501,21698,60,24,36,5,0,5
202409,12100,60,8,52,30,0,30
202409,13620,20,8,12,100,0,100
202409,10490,30,27,3,4,0,4
202501,20449,30,30,0,4,0,4
202409,12916,35,34,1,0,0,0
202409,12592,35,19,16,20,0,20
202409,11486,15,16,-1,5,0,5
202409,14104,20,10,10,0,0,0
202501,21934,50,50,0,100,3,97
202409,12831,20,20,0,2,0,2
202501,22150,15,6,9,100,0,100
202409,10720,33,30,3,0,0,0
202409,10218,32,32,0,100,0,100
202501,23900,100,6,94,100,0,100
202501,20236,100,0,100,100,0,100
202501,22968,38,36,2,50,0,50
202409,12799,20,16,4,2,0,2
202501,21903,40,40,0,40,0,40
202409,11528,15,13,2,5,0,5
202409,10242,60,57,3,100,0,100
202409,10568,37,34,3,5,0,5
202409,13824,15,9,6,0,0,0
202409,11532,8,0,8,0,0,0
202501,22125,5,3,2,5,0,5
202409,10806,55,46,9,0,0,0
202501,20608,64,64,0,10,0,10
202409,13280,16,13,3,100,0,100
202501,20824,30,24,6,100,0,100
202501,21211,100,24,76,10,0,10
202409,10668,148,143,5,25,0,25
202409,14043,35,23,12,0,0,0
202501,23773,10,2,8,100,0,100
202501,20917,14,7,7,3,0,3
202409,11551,10,3,7,0,0,0
202409,11512,18,17,1,5,0,5
202409,10985,16,16,0,3,0,3
202501,20747,15,5,10,10,0,10
202501,22139,5,0,5,5,0,5
202409,12701,24,22,2,0,0,0
202409,10986,16,0,16,3,0,3
202501,21454,24,24,0,5,0,5
202409,12329,5,1,4,5,0,5
202501,21731,93,81,12,100,0,100
202501,22565,24,18,6,0,0,0
202501,20725,65,65,0,0,0,0
202409,13931,40,22,18,10,0,10
202501,21111,75,5,70,100,0,100
202501,23153,50,23,27,20,0,20
202409,14000,5,0,5,0,0,0
202501,21401,45,45,0,20,5,15
202409,10321,22,22,0,4,0,4
202409,13103,17,25,-8,100,0,100
202409,11182,31,30,1,0,0,0
202409,13760,75,56,19,100,0,100
202409,13726,50,46,4,100,0,100
202409,10471,92,85,7,0,0,0
202409,10079,215,187,28,100,0,100
202501,23103,22,16,6,100,0,100
202409,10065,4,0,4,0,0,0
202409,11713,44,36,8,100,0,100
202501,20210,19,19,0,50,10,40
202409,10826,15,15,0,0,0,0
202501,20632,32,32,0,0,0,0
202501,21605,22,21,1,0,0,0
202501,20664,30,30,0,0,0,0
202409,11221,150,144,6,100,0,100
202409,11677,22,21,1,0,0,0
202501,23827,25,10,15,0,0,0
202501,21259,120,84,36,100,0,100
202409,10376,24,23,1,4,0,4
202409,13936,25,15,10,0,0,0
202409,12854,50,40,10,100,0,100
202501,20528,80,62,18,100,0,100
202409,12343,25,8,17,100,0,100
202501,20025,30,30,0,100,22,78
202501,23495,10,1,9,100,0,100
202501,20740,20,19,1,0,0,0
202501,21026,40,31,9,100,0,100
202501,20129,22,22,0,100,12,88
202409,11995,16,12,4,100,0,100
202501,23095,25,11,14,100,0,100
202409,12304,25,6,19,100,0,100
202409,10755,33,33,0,0,0,0
202409,11571,19,16,3,10,0,10
202501,22743,35,32,3,0,0,0
202501,21206,32,32,0,30,7,23
202501,22559,24,24,0,0,0,0
202409,12307,20,12,8,100,0,100
202409,14228,50,25,25,0,0,0
202409,10628,64,66,-2,10,0,10
202409,14139,22,21,1,20,0,20
202409,10300,24,22,2,4,0,4
202409,12905,100,99,1,100,0,100
202409,11278,32,30,2,30,0,30
202409,11820,53,42,11,5,0,5
202409,12977,20,20,0,10,0,10
202501,22169,5,1,4,0,0,0
202409,13089,80,36,44,100,0,100
202409,10139,22,22,0,100,0,100
202501,20439,92,92,0,0,0,0
202501,20714,15,15,0,0,0,0
202409,12208,50,22,28,10,0,10
202501,20321,20,20,0,2,2,0
202501,20971,150,148,2,100,7,93
202501,20113,25,21,4,100,0,100
202409,11694,110,109,1,100,0,100
202501,20155,30,30,0,100,25,75
202409,13125,22,20,2,30,0,30
202409,10640,64,65,-1,10,0,10
202409,11101,85,70,15,100,0,100
202501,23165,3,3,0,100,1,99
202501,20637,32,32,0,0,0,0
202501,21937,180,153,27,90,0,90
202409,10719,33,32,1,0,0,0
202409,12079,80,59,21,40,0,40
202501,21656,53,53,0,100,7,93
202409,12693,24,24,0,0,0,0
202501,23917,35,0,35,0,0,0
202501,22765,100,100,0,100,70,30
202501,23877,2,1,1,0,0,0
202501,21513,35,35,0,20,4,16
202501,21752,50,47,3,100,0,100
202409,10111,60,51,9,100,0,100
202409,11350,46,44,2,60,0,60
202501,21018,30,19,11,0,0,0
202409,12710,24,22,2,0,0,0
202409,14058,14,14,0,5,0,5
202409,12881,250,134,116,100,0,100
202501,20556,70,18,52,100,0,100
202501,22901,25,23,2,100,0,100
202409,13140,22,20,2,50,0,50
202501,20111,20,20,0,100,5,95
202501,23942,20,0,20,0,0,0
202409,13043,40,23,17,30,0,30
202409,11763,105,97,8,100,0,100
202409,13922,35,18,17,20,0,20
202501,22007,24,16,8,0,0,0
202409,10618,93,52,41,80,0,80
202501,20613,64,63,1,10,0,10
202409,13586,18,5,13,100,0,100
202501,23057,52,45,7,100,0,100
202501,20915,40,34,6,50,0,50
202501,21932,120,119,1,60,2,58
202501,21385,60,64,-4,100,8,92
202409,12319,5,1,4,5,0,5
202501,21188,2,0,2,1,0,1
202409,14069,2,1,1,0,0,0
202409,12078,40,36,4,20,0,20
202409,13589,18,16,2,100,0,100
202409,13150,18,0,18,50,0,50
202501,23505,14,8,6,100,0,100
202501,22895,25,25,0,100,0,100
202409,10910,30,31,-1,5,0,5
202501,20634,32,32,0,0,0,0
202501,21883,40,5,35,17,0,17
202501,21913,40,40,0,100,3,97
202409,10678,31,29,2,0,0,0
202501,21280,23,23,0,4,4,0
202501,21556,22,21,1,0,0,0
202501,21929,200,198,2,100,5,95
202501,21450,24,6,18,5,0,5
202501,20052,50,46,4,20,0,20
202409,10585,12,12,0,2,0,2
202501,23706,60,60,0,100,16,84
202501,22651,20,20,0,2,2,0
202501,21863,25,20,5,100,0,100
202409,11862,100,101,-1,100,0,100
202409,10583,12,12,0,2,0,2
202409,13655,11,10,1,100,0,100
202409,11754,35,23,12,100,0,100
202501,23742,30,21,9,20,0,20
202409,11463,24,24,0,20,0,20
202501,23147,7,12,-5,100,0,100
202409,12052,50,48,2,10,0,10
202409,11138,40,26,14,100,0,100
202409,10837,13,7,6,0,0,0
202501,20734,65,65,0,0,0,0
202409,10151,18,19,-1,100,0,100
202501,21831,25,19,6,10,0,10
202501,23826,25,9,16,0,0,0
202501,21290,19,19,0,4,0,4
202409,11659,22,21,1,0,0,0
202409,10587,80,79,1,100,0,100
202501,21573,88,88,0,88,33,55
202501,21604,22,22,0,0,0,0
202501,20268,24,24,0,4,4,0
202409,13075,25,24,1,100,0,100
202501,22971,55,10,45,50,0,50
202501,23681,10,7,3,100,0,100
202501,22569,24,24,0,0,0,0
202409,12797,20,16,4,2,0,2
202409,10780,90,82,8,25,0,25
202409,12734,60,59,1,0,0,0
202409,12373,5,1,4,5,0,5
202501,20157,30,26,4,100,0,100
202501,21311,11,10,1,0,0,0
202409,12849,50,42,8,100,0,100
202501,23452,18,20,-2,0,0,0
202409,13687,75,57,18,100,0,100
202501,22226,5,2,3,5,0,5
202409,10110,50,36,14,100,0,100
202501,21413,60,46,14,50,0,50
202501,20226,32,32,0,100,4,96
202409,12627,35,32,3,100,0,100
202501,23561,60,60,0,100,0,100
202501,23543,18,7,11,30,0,30
202409,12755,25,25,0,0,0,0
202409,13202,35,30,5,100,0,100
202501,20861,22,21,1,3,0,3
202501,23972,2,0,2,0,0,0
202409,13256,45,37,8,100,0,100
202409,10115,60,46,14,100,0,100
202501,21726,93,93,0,100,15,85
202501,22250,15,5,10,100,0,100
202409,11126,60,17,43,100,0,100
202409,13826,10,1,9,0,0,0
202501,21603,44,44,0,44,2,42
202501,20047,50,50,0,20,15,5
202501,22915,25,24,1,100,0,100
202501,20532,37,37,0,4,1,3
202409,10221,9,9,0,50,0,50
202409,13298,30,30,0,100,0,100
202409,13805,30,24,6,0,0,0
202409,13686,5,1,4,5,0,5
202501,23677,50,50,0,0,0,0
202409,12796,20,19,1,2,0,2
202409,11382,40,40,0,35,0,35
202501,23171,50,50,0,100,0,100
202409,13867,50,13,37,0,0,0
202409,10492,30,28,2,4,0,4
202501,22506,24,24,0,0,0,0
202409,13772,35,30,5,100,0,100
202501,22556,24,24,0,0,0,0
202409,11606,160,142,18,100,0,100
202501,20077,25,7,18,20,0,20
202409,10670,31,31,0,0,0,0
202409,10543,20,9,11,10,0,10
202409,11608,20,19,1,100,0,100
202409,13055,285,263,22,100,0,100
202409,12164,24,22,2,10,0,10
202409,10550,20,13,7,0,0,0
202501,20207,32,32,0,100,10,90
202501,20765,5,1,4,10,0,10
202501,20142,18,18,0,100,13,87
202501,20467,16,16,0,4,4,0
202409,13966,10,1,9,100,0,100
202409,10577,42,42,0,15,0,15
202409,13819,45,39,6,0,0,0
202409,12287,5,1,4,5,0,5
202501,21639,35,18,17,100,0,100
202501,20227,32,32,0,100,4,96
202501,21659,50,20,30,100,0,100
202409,12405,25,8,17,100,0,100
202501,21423,16,12,4,5,0,5
202409,11805,65,42,23,5,0,5
202501,23672,60,60,0,20,6,14
202501,23090,16,13,3,100,0,100
202501,21451,24,18,6,5,0,5
202501,20595,100,35,65,80,0,80
202501,23029,35,33,2,100,0,100
202409,12091,60,60,0,25,0,25
202409,11241,200,161,39,100,0,100
202501,20635,32,32,0,0,0,0
202501,22168,5,1,4,5,0,5
202409,11516,32,34,-2,10,0,10
202409,10156,18,13,5,100,0,100
202409,13858,50,50,0,50,0,50
